"DT";"DEAL_ID";"BALMAIN";"BALPRMN";"PRODUCT";"CURCODENUM";"CURCODE";"DOCBEGINDATE";"ENDDATEWOPROLONG";"ENDDATEWITHPROLONG";"OVERDUETERMMAINDAY";"OVERDUETERMPERCDAY";"OVERDUEDATEMAIN";"OVERDUEDATEPERC";"DOCSUMCUR";"DOCSUMRUR";"MAINRESTCUR";"MAINRESTRUR";"PRMNRESTCUR";"PRMNRESTRUR";"DOCPROCRATE";"SUMNACHPERCBALCUR";"SUMNACHPERCBALRUR";"SUMPRPERCBALCUR";"SUMPRPERCBALRUR";"RISKGROUP254";"RESERVERATERPBU";"SUMRESERVEMAINRPBU";"SUMRESERVEPRMNRPBU";"SUMRESERVEPRMN";"SUMRESERVEPRPR"
30.06.2020;63436365;"47801";;"Ипотека";"810";"Рубли";24.12.2012;24.12.2032;24.12.2032;;;;;1600000;1600000;1005799.75;1005799.75;;;13;;;;;"2";0.35;3520.3;;;
30.06.2020;63439939;;"45815";"Ипотека";"810";"Рубли";26.09.2007;25.09.2016;25.09.2016;4261;4261;31.10.2008;31.10.2008;3911985;3911985;;;3659298.03;3659298.03;0.1;;;1574117.95;1574117.95;"5";100;;3659298.03;;1574117.95
30.06.2020;63442433;"47801";"45815";"Ипотека";"810";"Рубли";29.08.2013;29.08.2023;29.08.2023;30;1;01.06.2020;30.06.2020;1500000;1500000;666930.54;666930.54;26546.11;26546.11;14.05;;;7969.73;7969.73;"2";1.5;10003.96;398.19;;119.55
30.06.2020;63446305;"45507";"45815";"Ипотека";"810";"Рубли";30.05.2012;30.05.2038;30.05.2038;1;1;30.06.2020;30.06.2020;500000;500000;105204.08;105204.08;89.89;89.89;18.25;;;143.22;143.22;"2";1.5;1578.06;1.35;;2.15
30.06.2020;63447736;;"45815";"Ипотека";"810";"Рубли";05.12.2007;04.12.2022;04.12.2022;2588;2588;31.05.2013;31.05.2013;1918620;1918620;;;1592799.89;1592799.89;13;;;1484338.31;1484338.31;"5";100;;1592799.89;;1484338.31
30.06.2020;63450508;"47801";;"Ипотека";"810";"Рубли";22.03.2012;22.03.2022;22.03.2022;;;;;600000;600000;147343.02;147343.02;;;11.5;;;;;"2";0.35;515.7;;;
30.06.2020;63450885;"47801";;"Ипотека";"810";"Рубли";28.01.2014;28.01.2024;28.01.2024;;;;;1446000;1446000;732640.34;732640.34;;;18;;;;;"2";0.35;2564.24;;;
30.06.2020;63456247;"47801";;"Ипотека";"810";"Рубли";27.03.2014;27.03.2029;27.03.2029;;;;;1000000;1000000;779657.28;779657.28;;;12.5;;;;;"2";0.35;2728.8;;;
30.06.2020;63458727;"47801";;"Ипотека";"810";"Рубли";06.04.2012;06.04.2032;06.04.2032;;;;;3311250;3311250;2486668.6;2486668.6;;;13.25;;;;;"2";0.35;8703.34;;;
30.06.2020;63465353;;"45815";"Ипотека";"810";"Рубли";25.04.2008;24.04.2033;24.04.2033;3214;4142;13.09.2011;27.02.2009;15000000;15000000;;;11476274.08;11476274.08;0;;;6406085.51;6406085.51;"5";100;;11476274.08;;6406085.51
30.06.2020;63465921;"47801";"45815";"Ипотека";"810";"Рубли";17.04.2008;16.04.2033;16.04.2033;1;1;30.06.2020;30.06.2020;3875970;3875970;2733398.72;2733398.72;7977.64;7977.64;12;;;26843.44;26843.44;"2";1.5;41000.98;119.66;;402.65
30.06.2020;63466863;;"45815";"Ипотека";"810";"Рубли";26.07.2013;08.10.2018;08.10.2018;821;303;02.04.2018;02.09.2019;2000000;2000000;;;2362997.1;2362997.1;19.75;;;329774.94;329774.94;"5";100;;2362997.1;;329774.94
30.06.2020;63469035;;"45815";"Ипотека";"810";"Рубли";04.02.2008;03.02.2031;03.02.2031;4261;4261;31.10.2008;31.10.2008;2820125;2820125;;;2808477.38;2808477.38;0.1;;;1214552.26;1214552.26;"5";100;;2808477.38;;1214552.26
30.06.2020;63479716;"45507";"45815";"Ипотека";"810";"Рубли";30.01.2013;30.01.2033;30.01.2033;1;1;30.06.2020;30.06.2020;7960000;7960000;3360470;3360470;23816.34;23816.34;13.25;;;34909.13;34909.13;"2";1.5;50407.05;357.25;;523.64
30.06.2020;63482360;;"45815";"Потреб";"810";"Рубли";28.02.2014;27.02.2019;27.02.2019;1675;1919;30.11.2015;31.03.2015;544500;544500;;;360961.44;360961.44;0;;;66293.44;66293.44;"5";100;;360961.44;;66293.44
30.06.2020;63488558;"47801";;"Ипотека";"810";"Рубли";18.06.2012;18.06.2031;18.06.2031;;;;;500000;500000;351246.97;351246.97;;;12.5;;;;;"2";0.35;1229.36;;;
30.06.2020;63488662;"47801";;"Ипотека";"810";"Рубли";15.08.2013;15.08.2020;15.08.2020;;;;;1700000;1700000;7156.08;7156.08;;;10.5;;;;;"2";0.35;25.05;;;
30.06.2020;63496683;"47801";;"Ипотека";"810";"Рубли";29.04.2014;29.04.2029;29.04.2029;;;;;1834030;1834030;1022044.08;1022044.08;;;12;;;;;"2";0.35;3577.15;;;
30.06.2020;63505313;"45507";"45815";"Ипотека";"810";"Рубли";15.04.2014;15.04.2044;15.04.2044;1;1;30.06.2020;30.06.2020;3160000;3160000;2632856.26;2632856.26;1933.85;1933.85;12.5;;;26995.26;26995.26;"2";1.5;39492.84;29.01;;404.93
30.06.2020;63508542;"45507";"45815";"Ипотека";"810";"Рубли";04.12.2013;24.11.2028;24.11.2028;275;;30.09.2019;;29980000;29980000;9120474.98;9120474.98;5000000;5000000;16.5;12483642.69;12483642.69;;;"5";100;9120474.98;5000000;12483642.69;
30.06.2020;63510042;"45507";;"Ипотека";"810";"Рубли";26.12.2012;26.12.2023;26.12.2023;;;;;2700000;2700000;354093.25;354093.25;;;14.25;;;;;"2";0.5;1770.47;;;
30.06.2020;63511985;;"45815";"Ипотека";"840";"Доллары США";20.04.2007;19.04.2027;19.04.2027;4080;4233;30.04.2009;28.11.2008;229500;16053823.35;;;33094.74;2315020.09;0.1;;;35305.18;2469643.24;"5";100;;2315020.09;;2469643.24
30.06.2020;63513145;;;"Потреб";"810";"Рубли";28.06.2013;26.06.2023;26.06.2023;;1797;;31.07.2015;14690000;14690000;;;;;0;;;516882.73;516882.73;"5";100;;;;516882.73
30.06.2020;63516598;;"45815";"Ипотека";"810";"Рубли";15.09.2008;14.09.2021;14.09.2021;4261;4261;31.10.2008;31.10.2008;2849446;2849446;;;2849446;2849446;0.1;;;1685260.63;1685260.63;"5";100;;2849446;;1685260.63
30.06.2020;63523403;"47801";;"Ипотека";"810";"Рубли";09.10.2013;09.10.2033;09.10.2033;;;;;1384000;1384000;1225515.73;1225515.73;;;13;;;;;"2";0.35;4289.31;;;
30.06.2020;63523726;;"45815";"Потреб";"810";"Рубли";27.09.2013;26.09.2016;26.09.2016;1996;2179;13.01.2015;14.07.2014;3000000;3000000;;;1933059.76;1933059.76;20.5;;;2863504.02;2863504.02;"5";100;;1933059.76;;2863504.02
30.06.2020;63527664;;;"Ипотека";"810";"Рубли";18.12.2007;17.12.2020;17.12.2020;;1766;;31.08.2015;2975000;2975000;;;;;0;;;309618.75;309618.75;"5";100;;;;309618.75
30.06.2020;63532732;"47801";;"Ипотека";"810";"Рубли";22.09.2011;22.09.2024;22.09.2024;;;;;4330000;4330000;1810664.09;1810664.09;;;11.25;;;;;"2";0.35;6337.32;;;
30.06.2020;63537120;"47801";"45815";"Ипотека";"810";"Рубли";08.10.2013;08.10.2033;08.10.2033;1;1;30.06.2020;30.06.2020;617000;617000;160361.34;160361.34;418.54;418.54;12.5;;;1647.46;1647.46;"2";1.5;2405.42;6.28;;24.71
30.06.2020;63543099;"47801";;"Ипотека";"810";"Рубли";13.03.2008;13.03.2023;13.03.2023;;;;;1600000;1600000;249659.87;249659.87;;;12;;;;;"2";0.35;873.81;;;
30.06.2020;63544727;"45507";;"Ипотека";"810";"Рубли";12.02.2014;12.02.2034;12.02.2034;;;;;7294000;7294000;6148695.44;6148695.44;;;13.5;;;;;"2";0.35;21520.39;;;
30.06.2020;63552617;"47801";;"Ипотека";"810";"Рубли";14.06.2012;14.06.2032;14.06.2032;;;;;1443000;1443000;917446.65;917446.65;;;17.75;;;;;"2";0.35;3211.06;;;
30.06.2020;63553795;;;"Потреб";"810";"Рубли";21.12.2010;14.07.2016;14.07.2016;;1858;;31.05.2015;15000000;15000000;;;;;0;;;1675.1;1675.1;"5";100;;;;1675.1
30.06.2020;63554077;"47801";;"Ипотека";"810";"Рубли";10.10.2013;10.10.2033;10.10.2033;;;;;1091000;1091000;962983.21;962983.21;;;12.75;;;;;"2";0.35;3370.44;;;
30.06.2020;63557260;"47801";;"Ипотека";"810";"Рубли";14.04.2014;14.04.2034;14.04.2034;;;;;1600000;1600000;435957.55;435957.55;;;12.5;;;;;"2";0.35;1525.85;;;
30.06.2020;63566791;;"45815";"Ипотека";"810";"Рубли";17.10.2013;30.10.2017;30.10.2017;1156;1156;02.05.2017;02.05.2017;2200000;2200000;;;2092511.22;2092511.22;13;;;884126.64;884126.64;"5";100;;2092511.22;;884126.64
30.06.2020;63568376;;"45815";"Ипотека";"810";"Рубли";24.10.2007;23.10.2021;23.10.2021;4261;4261;31.10.2008;31.10.2008;4749030;4749030;;;4628445.14;4628445.14;0.1;;;1993782.39;1993782.39;"5";100;;4628445.14;;1993782.39
30.06.2020;63569832;"47801";;"Ипотека";"810";"Рубли";05.03.2012;05.03.2027;05.03.2027;;;;;2717000;2717000;1382433.45;1382433.45;;;11.25;;;;;"2";0.35;4838.52;;;
30.06.2020;63576921;;"45815";"Потреб";"810";"Рубли";23.11.2015;22.11.2018;22.11.2018;770;770;23.05.2018;23.05.2018;300000;300000;;;58343;58343;17.5;195.28;195.28;22140.98;22140.98;"5";100;;58343;195.28;22140.98
30.06.2020;63580802;"47801";;"Ипотека";"810";"Рубли";15.08.2013;15.08.2028;15.08.2028;;;;;7200000;7200000;5091290.69;5091290.69;;;13;;;;;"2";0.35;17819.52;;;
30.06.2020;63582844;"47801";;"Ипотека";"810";"Рубли";06.03.2013;06.03.2033;06.03.2033;;;;;892000;892000;762476.61;762476.61;;;11.75;;;;;"2";0.35;2668.67;;;
30.06.2020;63587011;"45507";;"Ипотека";"810";"Рубли";13.12.2013;13.12.2028;13.12.2028;;;;;2560000;2560000;1995047.41;1995047.41;;;13;;;;;"2";0.35;6982.67;;;
30.06.2020;63597007;;"45815";"Потреб";"810";"Рубли";08.02.2013;29.05.2017;29.05.2017;2147;2147;15.08.2014;15.08.2014;3000000;3000000;;;2424410.54;2424410.54;0;;;1643152.55;1643152.55;"5";100;;2424410.54;;1643152.55
30.06.2020;63602712;"47801";;"Ипотека";"810";"Рубли";20.12.2013;20.12.2033;20.12.2033;;;;;2110000;2110000;1876911.43;1876911.43;;;13;;;;;"2";0.35;6569.19;;;
30.06.2020;63606037;"47801";;"Потреб";"810";"Рубли";21.12.2006;20.12.2026;20.12.2026;;;;;426000;426000;265577.14;265577.14;;;14;;;;;"2";0.5;1327.88;;;
30.06.2020;63608452;"47801";;"Ипотека";"810";"Рубли";27.12.2013;27.12.2033;27.12.2033;;;;;1500000;1500000;1135249.08;1135249.08;;;12;;;;;"2";0.35;3973.37;;;
30.06.2020;63614911;;"45815";"Ипотека";"810";"Рубли";14.08.2008;09.04.2018;09.04.2018;814;548;09.04.2018;31.12.2018;2500000;2500000;;;1917306.53;1917306.53;13;;;394336.39;394336.39;"5";100;;1917306.53;;394336.39
30.06.2020;63615921;"47801";;"Ипотека";"810";"Рубли";23.12.2011;30.11.2026;30.11.2026;;;;;1874636.99;1874636.99;439260.09;439260.09;;;12.75;;;;;"2";0.35;1537.41;;;
30.06.2020;63623478;"47801";"45815";"Ипотека";"810";"Рубли";23.07.2012;23.07.2032;23.07.2032;1;1;30.06.2020;30.06.2020;1400000;1400000;1177050.28;1177050.28;3832.63;3832.63;12.25;;;11857.36;11857.36;"2";1.5;17655.75;57.49;;177.86
30.06.2020;63631297;"47801";;"Ипотека";"810";"Рубли";26.11.2013;26.11.2027;26.11.2027;;;;;1350000;1350000;617787;617787;;;12.75;;;;;"2";0.35;2162.25;;;
30.06.2020;63636980;"45507";;"Ипотека";"810";"Рубли";10.09.2013;10.09.2033;10.09.2033;;;;;1068000;1068000;849087.61;849087.61;;;12.75;;;;;"2";0.35;2971.81;;;
30.06.2020;63644516;"45507";;"Ипотека";"810";"Рубли";18.12.2012;18.12.2022;18.12.2022;;;;;2200000;2200000;822175.39;822175.39;;;13;;;;;"2";0.5;4110.88;;;
30.06.2020;63653750;"47801";;"Ипотека";"810";"Рубли";23.11.2006;22.11.2021;22.11.2021;;;;;1960000;1960000;237217.84;237217.84;;;13.5;;;;;"2";0.5;1186.08;;;
30.06.2020;63654894;"47801";;"Ипотека";"810";"Рубли";10.10.2012;10.10.2032;10.10.2032;;;;;1587200;1587200;788620.24;788620.24;;;13.25;;;;;"2";0.35;2760.17;;;
30.06.2020;63655954;"47801";;"Ипотека";"810";"Рубли";22.05.2013;22.05.2028;22.05.2028;;;;;4000000;4000000;1215421.51;1215421.51;;;12.75;;;;;"2";0.35;4253.98;;;
30.06.2020;63658351;"47801";;"Ипотека";"810";"Рубли";29.05.2014;29.05.2034;29.05.2034;;;;;1000000;1000000;373950.4;373950.4;;;15;;;;;"2";3;11218.51;;;
30.06.2020;63665282;"47801";;"Ипотека";"810";"Рубли";21.03.2014;21.03.2034;21.03.2034;;;;;1310000;1310000;450714.42;450714.42;;;12.5;;;;;"2";0.35;1577.5;;;
30.06.2020;63666759;"45507";;"Ипотека";"810";"Рубли";20.06.2012;20.06.2022;20.06.2022;;;;;3160000;3160000;255792.87;255792.87;;;12.25;;;;;"2";0.5;1278.96;;;
30.06.2020;63670075;"45507";;"Ипотека";"810";"Рубли";20.07.2016;28.11.2032;28.11.2032;;;;;3105138.99;3105138.99;1353902.2;1353902.2;;;11.95;429036.12;429036.12;;;"2";2;27078.04;;8580.72;
30.06.2020;63671123;"45507";;"Ипотека";"810";"Рубли";12.07.2012;12.07.2024;12.07.2024;;;;;18000000;18000000;9174226;9174226;;;13;;;;;"1";0;;;;
30.06.2020;63672219;"45507";;"Ипотека";"810";"Рубли";28.08.2013;28.08.2023;28.08.2023;;;;;1045000;1045000;399342.62;399342.62;;;12.15;;;;;"2";0.35;1397.7;;;
30.06.2020;63673154;"47801";;"Ипотека";"810";"Рубли";26.09.2014;03.10.2034;03.10.2034;;;;;1289000;1289000;908431.41;908431.41;;;13.1;;;;;"2";0.35;3179.51;;;
30.06.2020;63675593;"47801";;"Ипотека";"810";"Рубли";02.03.2012;02.03.2042;02.03.2042;;;;;2600000;2600000;604075.26;604075.26;;;12.25;;;;;"2";0.35;2114.26;;;
30.06.2020;63685305;"47801";"45815";"Ипотека";"810";"Рубли";22.02.2008;21.02.2023;21.02.2023;1;;30.06.2020;;3000000;3000000;104648.81;104648.81;2428.53;2428.53;12;;;;;"2";1.5;1569.73;36.43;;
30.06.2020;63690024;"47801";;"Ипотека";"810";"Рубли";04.04.2011;04.04.2041;04.04.2041;;;;;5800000;5800000;3734644.87;3734644.87;;;11;;;;;"2";0.35;13071.26;;;
30.06.2020;63701861;"47801";;"Ипотека";"810";"Рубли";24.09.2013;23.09.2033;23.09.2033;;;;;1280000;1280000;648061.15;648061.15;;;12.85;;;;;"2";0.35;2268.21;;;
30.06.2020;63705726;"47801";;"Ипотека";"810";"Рубли";13.01.2012;31.12.2026;31.12.2026;;;;;1903563.48;1903563.48;1037857.22;1037857.22;;;11.75;;;;;"2";0.35;3632.5;;;
30.06.2020;63706120;"47801";"45815";"Ипотека";"810";"Рубли";25.02.2013;25.02.2023;25.02.2023;1;1;30.06.2020;30.06.2020;2173000;2173000;572669.09;572669.09;24374.58;24374.58;12.5;;;4070.83;4070.83;"2";1.5;8590.04;365.62;;61.06
30.06.2020;63706808;;"45815";"Потреб";"810";"Рубли";27.02.2013;21.06.2017;21.06.2017;1141;1507;17.05.2017;16.05.2016;2400000;2400000;;;409182.78;409182.78;0;;;436325.29;436325.29;"5";100;;409182.78;;436325.29
30.06.2020;63712640;"47801";;"Ипотека";"810";"Рубли";11.12.2012;11.12.2037;11.12.2037;;;;;2357000;2357000;1812553.6;1812553.6;;;13;;;;;"2";0.35;6343.94;;;
30.06.2020;63714279;"47801";;"Ипотека";"810";"Рубли";25.12.2013;26.06.2034;26.06.2034;;;;;1310000;1310000;1170673.63;1170673.63;;;13;25339.01;25339.01;;;"2";0.35;4097.36;;88.69;
30.06.2020;63717870;"45507";;"Ипотека";"810";"Рубли";15.06.2012;25.05.2022;25.05.2022;;;;;261000000;261000000;58594704.46;58594704.46;;;14;;;;;"3";21;;;;
30.06.2020;63722569;"47801";;"Ипотека";"810";"Рубли";09.04.2013;09.04.2033;09.04.2033;;;;;1550000;1550000;1016569.19;1016569.19;;;12.5;;;;;"2";0.35;3557.99;;;
30.06.2020;63724496;"47801";"45815";"Ипотека";"810";"Рубли";23.08.2013;23.08.2033;23.08.2033;1;1;30.06.2020;30.06.2020;3120000;3120000;288479.37;288479.37;12518.71;12518.71;14.5;;;1285.33;1285.33;"2";1.5;4327.19;187.78;;19.28
30.06.2020;63726679;"47801";;"Ипотека";"810";"Рубли";04.03.2014;04.03.2021;04.03.2021;;;;;3000000;3000000;353231.59;353231.59;;;10.9;;;;;"2";0.35;1236.31;;;
30.06.2020;63727350;"47801";;"Ипотека";"810";"Рубли";15.05.2008;14.05.2025;14.05.2025;;;;;5400000;5400000;2697119.38;2697119.38;;;12;;;;;"2";0.35;9439.92;;;
30.06.2020;63729567;"47801";;"Ипотека";"810";"Рубли";20.12.2013;20.12.2028;20.12.2028;;;;;950000;950000;739517.74;739517.74;;;13.45;;;;;"2";0.35;2588.31;;;
30.06.2020;63730491;;"45815";"Потреб";"810";"Рубли";14.12.2006;13.12.2021;13.12.2021;3136;4627;30.11.2011;31.10.2007;3845000;3845000;;;136626.03;136626.03;0.1;;;1290452.82;1290452.82;"5";100;;136626.03;;1290452.82
30.06.2020;63732305;"47801";;"Ипотека";"810";"Рубли";05.02.2013;05.02.2033;05.02.2033;;;;;3700000;3700000;1655296.9;1655296.9;;;12.75;;;;;"2";0.35;5793.54;;;
30.06.2020;63735912;;;"Потреб";"810";"Рубли";26.04.2012;25.04.2014;25.04.2014;;;;;2000000;2000000;;;;;0;;;;;"5";100;;;;
30.06.2020;63741953;"47801";;"Ипотека";"810";"Рубли";29.11.2012;29.11.2032;29.11.2032;;;;;1980000;1980000;1323793.77;1323793.77;;;13.75;;;;;"2";0.35;4633.28;;;
30.06.2020;63744584;"47801";;"Ипотека";"810";"Рубли";20.11.2006;19.11.2021;19.11.2021;;;;;250000;250000;46933.48;46933.48;;;13.5;;;;;"2";0.5;234.67;;;
30.06.2020;63744612;"47801";;"Ипотека";"810";"Рубли";20.12.2013;20.12.2026;20.12.2026;;;;;2650000;2650000;1177358.42;1177358.42;;;13;;;;;"2";0.35;4120.75;;;
30.06.2020;63744752;"47801";;"Ипотека";"810";"Рубли";26.11.2011;31.10.2026;31.10.2026;;;;;1382387.4;1382387.4;887192.97;887192.97;;;12;;;;;"2";0.35;3105.18;;;
30.06.2020;63747481;"47801";"45815";"Ипотека";"810";"Рубли";24.07.2013;24.07.2033;24.07.2033;1;1;30.06.2020;30.06.2020;1625000;1625000;1424556.01;1424556.01;3854.78;3854.78;12.75;;;14447.75;14447.75;"2";1.5;21368.34;57.82;;216.72
30.06.2020;63760358;"45507";;"Ипотека";"810";"Рубли";27.01.2017;11.07.2026;11.07.2026;;;;;1724316.55;1724316.55;1282370.15;1282370.15;;;11.45;;;;;"2";0.35;4488.3;;;
30.06.2020;63764213;;"45815";"Ипотека";"978";"Евро";24.01.2013;11.01.2016;11.01.2016;2043;2221;27.11.2014;02.06.2014;800000;62944960;;;261932.39;20609154.76;12;;;327663.83;25780983.34;"5";100;;20609154.76;;25780983.34
30.06.2020;63764255;"47801";;"Ипотека";"810";"Рубли";30.03.2012;30.03.2027;30.03.2027;;;;;1200000;1200000;814734.96;814734.96;;;13;;;;;"2";0.35;2851.57;;;
30.06.2020;63764720;"47801";;"Ипотека";"810";"Рубли";06.09.2013;06.09.2028;06.09.2028;;;;;1100000;1100000;832275.14;832275.14;;;12.75;;;;;"2";0.35;2912.96;;;
30.06.2020;63765144;"47801";;"Ипотека";"810";"Рубли";27.09.2013;27.09.2020;27.09.2020;;;;;14700000;14700000;58171.81;58171.81;;;10.5;;;;;"2";0.35;203.6;;;
30.06.2020;63765214;"47801";;"Ипотека";"810";"Рубли";23.04.2013;23.04.2033;23.04.2033;;;;;1000000;1000000;604778.99;604778.99;;;17.5;;;;;"2";0.35;2116.73;;;
30.06.2020;63767621;"47801";"45815";"Ипотека";"810";"Рубли";09.09.2013;09.09.2023;09.09.2023;1;;30.06.2020;;5000000;5000000;2028322.34;2028322.34;15661;15661;12.75;;;;;"2";1.5;30424.84;234.92;;
30.06.2020;63770952;;"45815";"Потреб";"810";"Рубли";19.12.2013;06.09.2016;06.09.2016;1535;1960;18.04.2016;18.02.2015;1600000;1600000;;;199680.56;199680.56;0;;;163620.67;163620.67;"5";100;;199680.56;;163620.67
30.06.2020;63772253;;;"Потреб";"810";"Рубли";21.12.2006;20.12.2021;20.12.2021;;4080;;30.04.2009;1195000;1195000;;;;;0;;;160257.91;160257.91;"5";100;;;;160257.91
30.06.2020;63780614;;;"Потреб";"810";"Рубли";27.02.2013;26.02.2018;21.06.2017;1141;1507;17.05.2017;16.05.2016;2400000;2400000;;;;;0;;;;;"5";100;;;;
30.06.2020;63786067;;;"Потреб";"810";"Рубли";05.02.2007;04.02.2022;04.02.2022;;1889;;30.04.2015;660000;660000;;;;;0;;;238920.21;238920.21;"5";100;;;;238920.21
30.06.2020;63788726;"47801";;"Ипотека";"810";"Рубли";12.02.2014;31.01.2034;31.01.2034;;;;;1400000;1400000;1251628.35;1251628.35;;;12.9;;;;;"2";0.35;4380.7;;;
30.06.2020;63801003;;"45815";"Ипотека";"810";"Рубли";25.07.2008;24.07.2030;24.07.2030;4261;4261;31.10.2008;31.10.2008;2820125;2820125;;;2818374.09;2818374.09;0.1;;;1673200.27;1673200.27;"5";100;;2818374.09;;1673200.27
30.06.2020;63801244;"47801";;"Ипотека";"810";"Рубли";27.09.2012;27.09.2032;27.09.2032;;;;;1450000;1450000;910852.38;910852.38;;;13;;;;;"2";0.35;3187.98;;;
30.06.2020;63801547;;"45815";"Ипотека";"810";"Рубли";30.04.2008;17.06.2016;17.06.2016;1675;1675;30.11.2015;30.11.2015;1211200;1211200;;;1067734.08;1067734.08;13;;;646704.07;646704.07;"5";100;;1067734.08;;646704.07
30.06.2020;63804050;;"45815";"Ипотека";"810";"Рубли";15.09.2008;14.09.2021;14.09.2021;4233;4233;28.11.2008;28.11.2008;2849446;2849446;;;2845345.37;2845345.37;0.1;;;1645253.04;1645253.04;"5";100;;2845345.37;;1645253.04
30.06.2020;63806340;"47801";;"Ипотека";"810";"Рубли";15.05.2013;15.05.2033;15.05.2033;;;;;800000;800000;26813.86;26813.86;;;12.5;;;;;"2";0.35;93.85;;;
30.06.2020;63810418;"47801";;"Ипотека";"810";"Рубли";18.04.2012;18.04.2027;18.04.2027;;;;;1565000;1565000;264085.6;264085.6;;;12;;;;;"2";0.35;924.3;;;
30.06.2020;63811420;"47801";;"Ипотека";"810";"Рубли";27.12.2013;27.12.2028;27.12.2028;;;;;1400000;1400000;753782.82;753782.82;;;12.25;;;;;"2";0.35;2638.24;;;
30.06.2020;63811995;"47801";;"Ипотека";"810";"Рубли";28.02.2008;27.02.2025;27.02.2025;;;;;2381400;2381400;1143842.42;1143842.42;;;12;;;;;"2";0.35;4003.45;;;
30.06.2020;63819628;"45507";;"Ипотека";"810";"Рубли";02.04.2014;02.04.2039;02.04.2039;;;;;2500000;2500000;1630892.37;1630892.37;;;12.75;;;;;"2";3;48926.77;;;
30.06.2020;63819852;"45507";;"Ипотека";"810";"Рубли";12.09.2012;12.09.2032;12.09.2032;;;;;2312128;2312128;1659986.25;1659986.25;;;13.75;;;;;"2";1;16599.86;;;
30.06.2020;63823719;"45507";;"Ипотека";"840";"Доллары США";26.12.2006;25.12.2035;25.12.2035;;;;;117900;8247258.27;87998.6;6155616.47;;;7;;;;;"2";0.5;30778.08;;;
30.06.2020;63824379;"47801";"45815";"Ипотека";"810";"Рубли";24.10.2013;24.10.2025;24.10.2025;1;1;30.06.2020;30.06.2020;1430000;1430000;88235.36;88235.36;969.13;969.13;13;;;111.15;111.15;"2";1.5;1323.53;14.54;;1.67
30.06.2020;63824668;;"45815";"Потреб";"810";"Рубли";25.09.2013;25.09.2018;25.09.2018;2343;2343;31.01.2014;31.01.2014;762200;762200;;;721507.65;721507.65;0;;;126794.99;126794.99;"5";100;;721507.65;;126794.99
30.06.2020;63828864;"47801";;"Ипотека";"810";"Рубли";04.03.2008;03.03.2028;03.03.2028;;;;;1500000;1500000;616994.82;616994.82;;;12;;;;;"2";0.35;2159.48;;;
30.06.2020;63829568;"47801";;"Ипотека";"810";"Рубли";28.04.2014;28.04.2034;28.04.2034;;;;;1000000;1000000;848539.2;848539.2;;;12.5;;;;;"2";0.35;2969.89;;;
30.06.2020;63835898;"45507";;"Ипотека";"810";"Рубли";03.06.2016;16.02.2042;16.02.2042;;;;;15064855.3;15064855.3;4102021.57;4102021.57;;;12.75;;;;;"2";0.35;14357.08;;;
30.06.2020;63838011;"47801";;"Ипотека";"810";"Рубли";05.02.2008;04.02.2028;04.02.2028;;;;;1000000;1000000;651845.49;651845.49;;;12;;;;;"2";0.35;2281.46;;;
30.06.2020;63849467;"47801";;"Ипотека";"810";"Рубли";08.05.2013;08.05.2021;08.05.2021;;;;;1432000;1432000;205738.72;205738.72;;;12.5;;;;;"2";0.35;720.09;;;
30.06.2020;63850431;;"45815";"Потреб";"810";"Рубли";23.10.2013;23.10.2018;23.10.2018;1675;1644;30.11.2015;31.12.2015;537200;537200;;;309548.31;309548.31;18;;;255253.51;255253.51;"5";100;;309548.31;;255253.51
30.06.2020;63850926;;"45815";"Ипотека";"810";"Рубли";06.03.2013;26.12.2019;26.12.2019;188;1;26.12.2019;30.06.2020;1650000;1650000;;;1213019.58;1213019.58;12.75;;;12806.59;12806.59;"5";75;;909764.68;;9604.94
30.06.2020;63852481;"47801";;"Ипотека";"810";"Рубли";24.04.2012;24.04.2022;24.04.2022;;;;;1000000;1000000;259662.86;259662.86;;;11.75;;;;;"2";0.35;908.82;;;
30.06.2020;63852719;"45507";;"Ипотека";"810";"Рубли";04.04.2014;04.04.2034;04.04.2034;;;;;1688536.08;1688536.08;1492796.05;1492796.05;;;13;;;;;"2";0.35;5224.79;;;
30.06.2020;63853918;"47801";;"Ипотека";"810";"Рубли";25.03.2013;25.03.2028;25.03.2028;;;;;1600000;1600000;55868.13;55868.13;;;12.5;;;;;"2";0.35;195.54;;;
30.06.2020;63855885;;"45815";"Ипотека";"810";"Рубли";11.12.2013;11.12.2030;11.12.2030;2032;2284;08.12.2014;31.03.2014;2300000;2300000;;;78145.52;78145.52;12.5;;;1498242.91;1498242.91;"5";100;;78145.52;;1498242.91
30.06.2020;63855990;"47801";;"Ипотека";"810";"Рубли";24.11.2011;24.11.2026;24.11.2026;;;;;2960000;2960000;1751090.93;1751090.93;;;12.25;;;;;"2";0.35;6128.82;;;
30.06.2020;63857778;"47801";;"Ипотека";"810";"Рубли";12.12.2013;12.12.2033;12.12.2033;;;;;2966000;2966000;1699201.07;1699201.07;;;12.75;;;;;"2";0.35;5947.2;;;
30.06.2020;63861818;"45507";;"Ипотека";"810";"Рубли";18.09.2013;18.09.2033;18.09.2033;;;;;1665000;1665000;559578.36;559578.36;;;13.75;;;;;"2";0.35;1958.52;;;
