"DT";"DEAL_ID";"BALMAIN";"BALPRMN";"PRODUCT";"CURCODENUM";"CURCODE";"DOCBEGINDATE";"ENDDATEWOPROLONG";"ENDDATEWITHPROLONG";"OVERDUETERMMAINDAY";"OVERDUETERMPERCDAY";"OVERDUEDATEMAIN";"OVERDUEDATEPERC";"DOCSUMCUR";"DOCSUMRUR";"MAINRESTCUR";"MAINRESTRUR";"PRMNRESTCUR";"PRMNRESTRUR";"DOCPROCRATE";"SUMNACHPERCBALCUR";"SUMNACHPERCBALRUR";"SUMPRPERCBALCUR";"SUMPRPERCBALRUR";"RISKGROUP254";"RESERVERATERPBU";"SUMRESERVEMAINRPBU";"SUMRESERVEPRMNRPBU";"SUMRESERVEPRMN";"SUMRESERVEPRPR"
30.06.2020;63865856;"45507";;"Ипотека";"810";"Рубли";06.12.2012;06.12.2037;06.12.2037;;;;;1075000;1075000;1012927.36;1012927.36;;;13.75;;;;;"2";0.5;5064.64;;;
30.06.2020;63867831;"47801";"45815";"Ипотека";"810";"Рубли";28.03.2014;28.03.2034;28.03.2034;1;1;30.06.2020;30.06.2020;1576000;1576000;1418166.93;1418166.93;3344.22;3344.22;13.1;;;15173.78;15173.78;"2";1.5;21272.5;50.16;;227.61
30.06.2020;63876160;"47801";;"Ипотека";"810";"Рубли";06.09.2011;31.08.2026;31.08.2026;;;;;1765935.99;1765935.99;557214.91;557214.91;;;10.75;;;;;"2";0.35;1950.25;;;
30.06.2020;63878297;"47801";"45815";"Ипотека";"810";"Рубли";06.06.2008;05.06.2028;05.06.2028;1;1;30.06.2020;30.06.2020;1600000;1600000;775518.37;775518.37;4758.57;4758.57;13;;;6755.84;6755.84;"2";1.5;11632.78;71.38;;101.34
30.06.2020;63884736;"47801";;"Ипотека";"810";"Рубли";10.08.2012;10.08.2032;10.08.2032;;;;;1900000;1900000;1620790.07;1620790.07;;;13;;;;;"2";0.35;5672.77;;;
30.06.2020;63885720;"47801";;"Ипотека";"810";"Рубли";27.08.2013;27.08.2033;27.08.2033;;;;;4500000;4500000;3233513.84;3233513.84;;;13.25;;;;;"2";0.35;11317.3;;;
30.06.2020;63891578;"47801";;"Ипотека";"810";"Рубли";05.09.2012;05.09.2022;05.09.2022;;;;;850000;850000;269087.67;269087.67;;;11.75;;;;;"2";0.35;941.81;;;
30.06.2020;63892547;"47801";;"Ипотека";"810";"Рубли";29.08.2013;29.08.2020;29.08.2020;;;;;2430000;2430000;45524.28;45524.28;;;13.5;;;;;"2";0.35;159.33;;;
30.06.2020;63894508;"47801";;"Ипотека";"810";"Рубли";14.02.2014;14.02.2029;14.02.2029;;;;;1200000;1200000;165065.35;165065.35;;;12;;;;;"2";0.35;577.73;;;
30.06.2020;63894903;"45507";;"Потреб";"810";"Рубли";12.11.2015;12.11.2020;12.11.2020;;;;;1200000;1200000;143551.79;143551.79;;;17;;;;;"1";0;;;;
30.06.2020;63896760;"45507";"45815";"Ипотека";"810";"Рубли";21.05.2008;20.05.2033;20.05.2033;1;1;30.06.2020;30.06.2020;3000000;3000000;2471681.84;2471681.84;7248.08;7248.08;12;;;23506.25;23506.25;"2";1.5;37075.23;108.72;;352.59
30.06.2020;63898252;"47801";;"Ипотека";"810";"Рубли";17.12.2012;17.12.2037;17.12.2037;;;;;1872000;1872000;1563617.52;1563617.52;;;12.75;;;;;"2";0.35;5472.66;;;
30.06.2020;63900070;"45507";"45815";"Ипотека";"810";"Рубли";06.08.2012;06.08.2027;06.08.2027;1;1;30.06.2020;30.06.2020;1100000;1100000;746066.09;746066.09;5835.55;5835.55;11.75;;;7216.65;7216.65;"2";1.5;11190.99;87.53;;108.25
30.06.2020;63902517;"47801";;"Ипотека";"810";"Рубли";29.06.2012;29.06.2038;29.06.2038;;;;;1520000;1520000;1061190.84;1061190.84;;;20;;;;;"2";0.35;3714.17;;;
30.06.2020;63906096;"47801";;"Ипотека";"810";"Рубли";12.07.2013;12.07.2023;12.07.2023;;;;;1000000;1000000;423239.52;423239.52;;;11.75;;;;;"2";0.35;1481.34;;;
30.06.2020;63907525;"47801";"45815";"Ипотека";"810";"Рубли";18.08.2006;17.08.2026;17.08.2026;1;1;30.06.2020;30.06.2020;990000;990000;577630.02;577630.02;5407.31;5407.31;13;;;4332.98;4332.98;"2";1.5;8664.45;81.11;;64.99
30.06.2020;63908442;"47801";;"Ипотека";"810";"Рубли";18.10.2011;18.10.2026;18.10.2026;;;;;4950000;4950000;3101518.93;3101518.93;;;11.75;;;;;"3";50;1550759.47;;;
30.06.2020;63912754;"45507";"45815";"Ипотека";"810";"Рубли";22.06.2006;22.06.2031;22.06.2031;1;1;30.06.2020;30.06.2020;740000;740000;582052.57;582052.57;2129.11;2129.11;13;;;6105.37;6105.37;"2";1.5;8730.79;31.94;;91.58
30.06.2020;63915123;"47801";;"Ипотека";"810";"Рубли";21.11.2011;31.10.2031;31.10.2031;;;;;1141495.82;1141495.82;918632.04;918632.04;;;11;;;;;"2";0.35;3215.21;;;
30.06.2020;63917310;"47801";"45815";"Ипотека";"810";"Рубли";23.11.2012;23.11.2031;23.11.2031;1;1;30.06.2020;30.06.2020;1750000;1750000;1007740.06;1007740.06;3516.69;3516.69;12.5;;;10362.31;10362.31;"2";1.5;15116.1;52.75;;155.43
30.06.2020;63925000;"47801";"45815";"Ипотека";"810";"Рубли";14.12.2012;14.12.2020;14.12.2020;1;1;30.06.2020;30.06.2020;895000;895000;73442.53;73442.53;14158.63;14158.63;12.75;;;920.37;920.37;"2";1.5;1101.64;212.38;;13.81
30.06.2020;63928065;"47801";"45815";"Ипотека";"810";"Рубли";30.10.2012;30.10.2024;30.10.2024;1;1;30.06.2020;30.06.2020;2258000;2258000;1191668.08;1191668.08;18224.5;18224.5;12.75;;;11826.01;11826.01;"2";1.5;17875.02;273.37;;177.39
30.06.2020;63928489;"47801";;"Ипотека";"810";"Рубли";25.01.2007;24.01.2022;24.01.2022;;;;;1200000;1200000;236615.17;236615.17;;;13.5;;;;;"2";0.5;1183.08;;;
30.06.2020;63931118;"47801";"45815";"Ипотека";"810";"Рубли";14.10.2013;14.10.2033;14.10.2033;1;1;30.06.2020;30.06.2020;3200000;3200000;504473.23;504473.23;930.03;930.03;17.5;;;7249.97;7249.97;"2";1.5;7567.1;13.95;;108.75
30.06.2020;63932354;"47801";"45815";"Ипотека";"810";"Рубли";27.02.2013;27.02.2031;27.02.2031;1;1;30.06.2020;30.06.2020;1200000;1200000;864694.41;864694.41;3334.5;3334.5;17.75;;;12536.61;12536.61;"2";1.5;12970.42;50.02;;188.05
30.06.2020;63936183;;"45815";"Потреб";"810";"Рубли";15.08.2013;31.07.2018;31.07.2018;1828;1766;30.06.2015;31.08.2015;86100;86100;;;54530;54530;17;;;44997.59;44997.59;"5";100;;54530;;44997.59
30.06.2020;63939936;"45507";;"Ипотека";"810";"Рубли";07.12.2007;06.12.2020;06.12.2020;;;;;2000000;2000000;97225.86;97225.86;;;12;;;;;"2";0.5;486.13;;;
30.06.2020;63944771;;"45815";"Потреб";"810";"Рубли";12.09.2013;03.11.2016;03.11.2016;1336;;03.11.2016;;22000000;22000000;;;4087384.67;4087384.67;0;;;;;"5";100;;4087384.67;;
30.06.2020;63944799;"47801";;"Ипотека";"810";"Рубли";07.03.2012;07.03.2027;07.03.2027;;;;;3300000;3300000;567156.84;567156.84;;;12.75;;;;;"2";0.35;1985.05;;;
30.06.2020;63949535;"47801";;"Ипотека";"810";"Рубли";10.09.2013;10.09.2033;10.09.2033;;;;;2100000;2100000;1849909.8;1849909.8;;;12.75;;;;;"2";0.35;6474.68;;;
30.06.2020;63949956;"45507";;"Ипотека";"810";"Рубли";10.12.2007;09.12.2032;09.12.2032;;;;;2386240;2386240;1978652;1978652;;;13;;;;;"2";1;19786.52;;;
30.06.2020;63950578;"45507";;"Ипотека";"810";"Рубли";03.04.2008;02.04.2028;02.04.2028;;;;;3440314.4;3440314.4;1574430.69;1574430.69;;;12;;;;;"2";0.5;7872.15;;;
30.06.2020;63951757;"45507";"45815";"Ипотека";"840";"Доллары США";22.01.2008;21.01.2028;21.01.2028;1;1;30.06.2020;30.06.2020;65000;4546834.5;39314.46;2750097.59;304.25;21282.68;10;;;322.65;22569.79;"2";1.5;41251.46;319.24;;338.55
30.06.2020;63951968;"47801";;"Ипотека";"810";"Рубли";27.03.2013;27.03.2028;27.03.2028;;;;;1043000;1043000;664246.44;664246.44;;;12.75;;;;;"2";0.35;2324.86;;;
30.06.2020;63958812;"45507";;"Ипотека";"810";"Рубли";21.07.2008;20.07.2033;20.07.2033;;;;;2179000;2179000;1794083.92;1794083.92;;;12;;;;;"2";0.5;8970.42;;;
30.06.2020;63959464;"47801";"45815";"Ипотека";"810";"Рубли";01.10.2013;01.10.2027;01.10.2027;30;30;01.06.2020;01.06.2020;1360000;1360000;979133.38;979133.38;13899.65;13899.65;12.6;;;20651.4;20651.4;"2";1.5;14687;208.49;;309.77
30.06.2020;63967537;"47801";;"Ипотека";"810";"Рубли";07.09.2012;07.09.2022;07.09.2022;;;;;500000;500000;142265.32;142265.32;;;11.75;;;;;"2";0.35;497.93;;;
30.06.2020;63967964;"47801";;"Ипотека";"810";"Рубли";19.03.2014;19.03.2029;19.03.2029;;;;;1900000;1900000;517314.86;517314.86;;;12;;;;;"2";0.35;1810.6;;;
30.06.2020;63969959;"47801";;"Ипотека";"810";"Рубли";16.11.2012;16.11.2027;16.11.2027;;;;;3979000;3979000;2836907.23;2836907.23;;;13;;;;;"2";0.35;9929.18;;;
30.06.2020;63976596;"47801";"45815";"Ипотека";"810";"Рубли";20.10.2011;20.10.2026;20.10.2026;1;1;30.06.2020;30.06.2020;3440000;3440000;1924318.95;1924318.95;17613.56;17613.56;11.75;;;18673.13;18673.13;"2";1.5;28864.78;264.2;;280.1
30.06.2020;63978330;;"45815";"Потреб";"810";"Рубли";25.09.2012;25.03.2015;25.03.2015;1994;854;15.01.2015;28.02.2018;2000000;2000000;;;254491.16;254491.16;20.5;;;128385.86;128385.86;"5";100;;254491.16;;128385.86
30.06.2020;63978846;;"45815";"Ипотека";"810";"Рубли";30.07.2008;29.07.2027;29.07.2027;4261;4261;31.10.2008;31.10.2008;2867522;2867522;;;2864429.34;2864429.34;0.1;;;1700389.49;1700389.49;"5";100;;2864429.34;;1700389.49
30.06.2020;63987236;;;"Потреб";"810";"Рубли";21.12.2010;14.07.2016;14.07.2016;;1858;;31.05.2015;15000000;15000000;;;;;0;;;5025.32;5025.32;"5";100;;;;5025.32
30.06.2020;63987376;"45507";;"Ипотека";"840";"Доллары США";03.05.2006;02.05.2021;02.05.2021;;;;;80000;5596104;4802.38;335932.72;;;11;;;;;"2";0.5;1679.66;;;
30.06.2020;63987959;"47801";;"Ипотека";"810";"Рубли";15.08.2011;15.08.2031;15.08.2031;;;;;2500000;2500000;1953457.69;1953457.69;;;10.5;;;;;"2";0.35;6837.1;;;
30.06.2020;63991036;"47801";;"Ипотека";"810";"Рубли";05.05.2011;05.05.2030;05.05.2030;;;;;1929000;1929000;1515581.8;1515581.8;;;13.5;;;;;"2";0.35;5304.54;;;
30.06.2020;64000898;;"45815";"Потреб";"810";"Рубли";03.08.2012;03.08.2015;03.08.2015;2126;2065;05.09.2014;05.11.2014;1710000;1710000;;;673357.65;673357.65;0;;;388835.52;388835.52;"5";100;;673357.65;;388835.52
30.06.2020;64005606;"45507";;"Потреб";"810";"Рубли";23.07.2015;22.07.2020;22.07.2020;;;;;90000;90000;1500;1500;;;21;6.02;6.02;;;"2";1;15;;0.06;
30.06.2020;64008857;"47801";;"Ипотека";"810";"Рубли";25.08.2011;25.08.2024;25.08.2024;;;;;2660000;2660000;1029353.19;1029353.19;;;11.5;;;;;"2";0.35;3602.74;;;
30.06.2020;64010646;"45507";;"Ипотека";"810";"Рубли";25.12.2013;25.12.2033;25.12.2033;;;;;4520000;4520000;4020675.98;4020675.98;;;13;;;;;"2";0.35;14072.37;;;
30.06.2020;64018266;"47801";;"Ипотека";"810";"Рубли";16.04.2013;16.04.2033;16.04.2033;;;;;1275000;1275000;1101750.42;1101750.42;;;12.25;;;;;"2";0.35;3856.13;;;
30.06.2020;64021148;"47801";;"Ипотека";"810";"Рубли";07.05.2013;07.05.2023;07.05.2023;;;;;1200000;1200000;332889.28;332889.28;;;12.25;;;;;"2";0.35;1165.11;;;
30.06.2020;64022260;"47801";;"Ипотека";"810";"Рубли";26.11.2013;26.11.2033;26.11.2033;;;;;1700000;1700000;1501215.45;1501215.45;;;11.75;;;;;"2";0.35;5254.25;;;
30.06.2020;64029071;"45507";;"Ипотека";"810";"Рубли";20.12.2007;19.12.2027;19.12.2027;;;;;1906200;1906200;702351.97;702351.97;;;12;;;;;"2";0.5;3511.76;;;
30.06.2020;64029870;"45507";"45815";"Ипотека";"810";"Рубли";08.04.2013;08.04.2023;08.04.2023;1;1;30.06.2020;30.06.2020;3000000;3000000;1322592.02;1322592.02;32342.24;32342.24;15.25;;;16933.68;16933.68;"2";1.5;19838.88;485.12;;254.01
30.06.2020;64032013;;"45815";"Потреб";"810";"Рубли";19.12.2013;06.09.2016;06.09.2016;1535;1960;18.04.2016;18.02.2015;1600000;1600000;;;854902.59;854902.59;0;;;282736.6;282736.6;"5";100;;854902.59;;282736.6
30.06.2020;64036931;"47801";;"Ипотека";"810";"Рубли";13.12.2013;30.11.2025;30.11.2025;;;;;900000;900000;560357.71;560357.71;;;11.55;;;;;"2";0.35;1961.25;;;
30.06.2020;64041135;"47801";;"Ипотека";"810";"Рубли";28.11.2013;28.11.2020;28.11.2020;;;;;2000000;2000000;107433.3;107433.3;;;12.5;;;;;"2";0.35;376.02;;;
30.06.2020;64041187;"45507";;"Ипотека";"810";"Рубли";09.09.2013;31.08.2028;31.08.2028;;;;;3500000;3500000;2364231.07;2364231.07;;;12;;;;;"2";2;47284.62;;;
30.06.2020;64046433;"45507";;"Ипотека";"810";"Рубли";16.12.2016;04.09.2022;04.09.2022;;;;;3569759.05;3569759.05;1369055.64;1369055.64;;;11.45;;;;;"2";0.35;4791.69;;;
30.06.2020;64061700;"45507";;"Ипотека";"810";"Рубли";21.11.2012;19.11.2027;19.11.2027;;;;;9346800;9346800;1529839.36;1529839.36;;;14;;;;;"3";50;764919.68;;;
30.06.2020;64066738;"47801";;"Ипотека";"810";"Рубли";04.03.2013;04.03.2033;04.03.2033;;;;;1099000;1099000;516397.4;516397.4;;;13;;;;;"2";0.35;1807.39;;;
30.06.2020;64068009;"47801";;"Ипотека";"810";"Рубли";22.02.2012;31.01.2027;31.01.2027;;;;;5603412.55;5603412.55;123977.98;123977.98;;;13;;;;;"2";0.35;433.92;;;
30.06.2020;64068874;"45507";;"Ипотека";"810";"Рубли";26.07.2013;26.07.2028;26.07.2028;;;;;1175000;1175000;420270.19;420270.19;;;12.5;;;;;"2";0.35;1470.95;;;
30.06.2020;64072433;"45507";;"Потреб";"810";"Рубли";16.05.2013;16.05.2023;16.05.2023;;;;;50000000;50000000;2248586.84;2248586.84;;;14.75;;;;;"1";0;;;;
30.06.2020;64072547;"47801";;"Ипотека";"810";"Рубли";10.02.2012;10.02.2032;10.02.2032;;;;;2700000;2700000;1732172.68;1732172.68;;;12.25;;;;;"2";0.35;6062.6;;;
30.06.2020;64076692;;;"Потреб";"810";"Рубли";21.12.2010;14.07.2016;14.07.2016;;1858;;31.05.2015;15000000;15000000;;;;;0;;;176.12;176.12;"5";100;;;;176.12
30.06.2020;64081647;"47801";;"Ипотека";"810";"Рубли";09.10.2012;09.10.2032;09.10.2032;;;;;1152000;1152000;1016478.63;1016478.63;;;19.75;;;;;"2";0.35;3557.68;;;
30.06.2020;64083232;;"45815";"Ипотека";"810";"Рубли";30.01.2014;26.03.2018;26.03.2018;828;366;26.03.2018;01.07.2019;1257000;1257000;;;1334585.24;1334585.24;12.15;;;147708.98;147708.98;"5";100;;1334585.24;;147708.98
30.06.2020;64086969;"47801";;"Ипотека";"810";"Рубли";04.12.2013;04.12.2033;04.12.2033;;;;;1600000;1600000;1405228.31;1405228.31;;;12.25;;;;;"2";0.35;4918.3;;;
30.06.2020;64100693;"47801";;"Ипотека";"810";"Рубли";13.03.2012;13.03.2021;13.03.2021;;;;;2500000;2500000;262855.41;262855.41;;;12.5;;;;;"2";0.35;919.99;;;
30.06.2020;64103297;;"45815";"Потреб";"810";"Рубли";15.05.2014;14.05.2019;14.05.2019;1112;16;15.06.2017;15.06.2020;880000;880000;;;342883.6;342883.6;16;2248.42;2248.42;4719.51;4719.51;"5";100;;342883.6;2248.42;4719.51
30.06.2020;64103381;"45507";;"Ипотека";"840";"Доллары США";14.05.2008;13.05.2021;13.05.2021;;;;;105911.04;7408614.932;8176.29;571942.11;;;7;;;;;"2";0.5;2859.71;;;
30.06.2020;64103528;"45507";;"Ипотека";"810";"Рубли";03.12.2012;03.12.2022;03.12.2022;;;;;3000000;3000000;1116313.71;1116313.71;;;12.75;;;;;"2";0.5;5581.57;;;
30.06.2020;64103610;;;"Потреб";"810";"Рубли";28.10.2011;25.10.2016;25.10.2016;;;;;2000000;2000000;;;;;0;;;;;"5";100;;;;
30.06.2020;64111171;;"45815";"Ипотека";"810";"Рубли";26.12.2013;09.10.2017;09.10.2017;1269;1188;09.01.2017;31.03.2017;3000000;3000000;;;782051.82;782051.82;0;;;205806.73;205806.73;"5";100;;782051.82;;205806.73
30.06.2020;64111307;;;"Потреб";"810";"Рубли";27.02.2013;21.06.2017;21.06.2017;1141;1507;17.05.2017;16.05.2016;2400000;2400000;;;;;0;;;148010.66;148010.66;"5";100;;;;148010.66
30.06.2020;64113606;;"45815";"Ипотека";"810";"Рубли";03.02.2014;08.10.2018;08.10.2018;1003;303;02.10.2017;02.09.2019;1745000;1745000;;;1240839.9;1240839.9;13;;;117970.4;117970.4;"5";100;;1240839.9;;117970.4
30.06.2020;64119647;"47801";;"Ипотека";"810";"Рубли";31.07.2013;31.07.2033;31.07.2033;;;;;3500000;3500000;3021056.46;3021056.46;;;11.6;;;;;"2";0.35;10573.7;;;
30.06.2020;64119685;"47801";"45815";"Ипотека";"810";"Рубли";24.07.2013;24.07.2033;24.07.2033;1;1;30.06.2020;30.06.2020;2400000;2400000;1008251.41;1008251.41;2597.72;2597.72;13.25;;;5429.22;5429.22;"2";1.5;15123.77;38.97;;81.44
30.06.2020;64122314;"47801";;"Ипотека";"810";"Рубли";13.01.2012;13.01.2027;13.01.2027;;;;;500000;500000;320000.43;320000.43;;;11.75;;;;;"2";0.35;1120;;;
30.06.2020;64122748;"47801";;"Ипотека";"810";"Рубли";28.05.2014;27.05.2039;27.05.2039;;;;;3500000;3500000;3347959.39;3347959.39;;;13.95;;;;;"2";0.35;11717.86;;;
30.06.2020;64124036;"45507";;"Ипотека";"810";"Рубли";20.11.2013;20.11.2028;20.11.2028;;;;;1120000;1120000;860934.61;860934.61;;;13;;;;;"2";0.35;3013.27;;;
30.06.2020;64130134;"47801";;"Ипотека";"810";"Рубли";08.04.2008;07.04.2033;07.04.2033;;;;;2340000;2340000;742709.14;742709.14;;;12;;;;;"2";0.35;2599.48;;;
30.06.2020;64135125;"47801";;"Ипотека";"810";"Рубли";17.12.2012;17.12.2027;17.12.2027;;;;;1200000;1200000;847522.59;847522.59;;;12.25;;;;;"2";0.35;2966.33;;;
30.06.2020;64139522;"47801";;"Ипотека";"810";"Рубли";24.07.2012;24.07.2032;24.07.2032;;;;;1000000;1000000;847769.98;847769.98;;;12.75;;;;;"2";0.35;2967.19;;;
30.06.2020;64140649;"45507";;"Ипотека";"810";"Рубли";27.12.2011;27.12.2028;27.12.2028;;;;;2400000;2400000;401865.15;401865.15;;;12.25;;;;;"2";0.5;2009.33;;;
30.06.2020;64143734;;"45815";"Ипотека";"810";"Рубли";24.10.2007;23.10.2021;23.10.2021;4261;4261;31.10.2008;31.10.2008;3533805;3533805;;;3444078.75;3444078.75;0.1;;;1483596.18;1483596.18;"5";100;;3444078.75;;1483596.18
30.06.2020;64143771;"47801";;"Ипотека";"810";"Рубли";24.08.2011;30.06.2031;30.06.2031;;;;;1995000;1995000;794664.12;794664.12;;;10.5;;;;;"2";0.35;2781.32;;;
30.06.2020;64148280;"45507";;"Ипотека";"810";"Рубли";25.04.2008;24.04.2031;24.04.2031;;;;;6800000;6800000;215926.68;215926.68;;;11;;;;;"2";0.5;1079.63;;;
30.06.2020;64148842;"47801";"45815";"Ипотека";"810";"Рубли";17.09.2012;17.09.2032;17.09.2032;1;1;30.06.2020;30.06.2020;6044000;6044000;2277487.97;2277487.97;14438.78;14438.78;12.75;;;20570.93;20570.93;"2";1.5;34162.32;216.58;;308.56
30.06.2020;64152053;;;"Ипотека";"810";"Рубли";26.11.2012;25.11.2022;25.11.2022;;;;;100000000;100000000;;;;;0;;;;;"5";100;;;;
30.06.2020;64157362;"47801";"45815";"Ипотека";"810";"Рубли";16.01.2013;16.01.2023;16.01.2023;1;1;30.06.2020;30.06.2020;1617000;1617000;605507.49;605507.49;17806.11;17806.11;13.25;;;6719.96;6719.96;"2";1.5;9082.61;267.09;;100.8
30.06.2020;64160157;"45507";"45815";"Ипотека";"810";"Рубли";06.06.2012;21.05.2027;21.05.2027;1;1;30.06.2020;30.06.2020;18000000;18000000;12889437.54;12889437.54;92012;92012;14.6;;;154925.08;154925.08;"4";51;6573613.15;46926.12;;79011.79
30.06.2020;64160885;;"45815";"Ипотека";"810";"Рубли";04.10.2013;04.10.2033;04.10.2033;1632;1828;12.01.2016;30.06.2015;1400000;1400000;;;138603.15;138603.15;0;;;177883.24;177883.24;"5";100;;138603.15;;177883.24
30.06.2020;64162405;"47801";;"Ипотека";"810";"Рубли";30.07.2008;29.07.2026;29.07.2026;;;;;5000000;5000000;1854693.97;1854693.97;;;11;;;;;"2";0.35;6491.43;;;
30.06.2020;64167590;;;"Ипотека";"810";"Рубли";25.06.2008;18.06.2018;18.06.2018;;3393;;18.03.2011;4708000;4708000;;;;;0;;;1259545.68;1259545.68;"5";100;;;;1259545.68
30.06.2020;64169049;"47801";;"Ипотека";"810";"Рубли";25.09.2013;23.09.2033;23.09.2033;;;;;1600000;1600000;819473.76;819473.76;;;13.1;;;;;"2";0.35;2868.16;;;
30.06.2020;64170188;;"45815";"Потреб";"810";"Рубли";14.11.2014;25.08.2017;25.08.2017;1814;1814;14.07.2015;14.07.2015;175400;175400;;;141294.46;141294.46;24;1389.78;1389.78;169319.38;169319.38;"5";100;;141294.46;1389.78;169319.38
30.06.2020;64175363;;"45815";"Ипотека";"810";"Рубли";25.07.2008;24.07.2030;24.07.2030;4261;4261;31.10.2008;31.10.2008;1704687;1704687;;;1703627.99;1703627.99;0.1;;;1011084.4;1011084.4;"5";100;;1703627.99;;1011084.4
30.06.2020;64175777;"47801";;"Ипотека";"810";"Рубли";29.04.2008;28.04.2033;28.04.2033;;;;;1040000;1040000;41208.15;41208.15;;;12;;;;;"2";0.35;144.23;;;
30.06.2020;64178364;"47801";"45815";"Ипотека";"810";"Рубли";03.04.2013;03.04.2033;03.04.2033;1;1;30.06.2020;30.06.2020;4500000;4500000;3917179.82;3917179.82;10961.4;10961.4;12.75;;;40787.24;40787.24;"2";0.35;13710.13;38.37;;142.75
30.06.2020;64184429;;"45815";"Ипотека";"810";"Рубли";05.12.2007;04.12.2022;04.12.2022;2800;2588;31.10.2012;31.05.2013;1918620;1918620;;;1633449.93;1633449.93;13;;;1522225.49;1522225.49;"5";100;;1633449.93;;1522225.49
30.06.2020;64185492;;"45815";"Потреб";"810";"Рубли";27.01.2012;26.01.2015;26.01.2015;1997;1997;12.01.2015;12.01.2015;1010000;1010000;;;71756.53;71756.53;0;;;66565.15;66565.15;"5";100;;71756.53;;66565.15
30.06.2020;64186367;"47801";;"Ипотека";"810";"Рубли";20.02.2014;20.02.2024;20.02.2024;;;;;800000;800000;30444.93;30444.93;;;12.25;;;;;"2";0.35;106.56;;;
30.06.2020;64188744;"47801";;"Ипотека";"810";"Рубли";21.09.2011;21.09.2031;21.09.2031;;;;;2200000;2200000;97176.61;97176.61;;;11.25;;;;;"2";0.35;340.12;;;
30.06.2020;64194451;"45507";;"Ипотека";"840";"Доллары США";07.02.2008;06.02.2033;06.02.2033;;;;;170000;11891721;129117.16;9031913.19;;;7;3988.78;279020.35;;;"2";0.5;45159.55;;1395.1;
30.06.2020;64194467;;"45815";"Потреб";"810";"Рубли";05.09.2013;04.09.2015;04.09.2015;2032;2123;08.12.2014;08.09.2014;3000000;3000000;;;1334943.15;1334943.15;20;;;1984593.66;1984593.66;"5";100;;1334943.15;;1984593.66
30.06.2020;64195338;;;"Потреб";"810";"Рубли";21.12.2010;14.07.2016;14.07.2016;;1858;;31.05.2015;15000000;15000000;;;;;0;;;176.12;176.12;"5";100;;;;176.12
30.06.2020;64198998;"47801";;"Ипотека";"810";"Рубли";09.06.2008;08.06.2023;08.06.2023;;;;;4943370;4943370;1676060.18;1676060.18;;;11;;;;;"2";0.35;5866.21;;;
30.06.2020;64200071;;"45815";"Ипотека";"810";"Рубли";04.02.2008;03.02.2031;03.02.2031;4261;4261;31.10.2008;31.10.2008;3174398;3174398;;;3161290.51;3161290.51;0.1;;;1370213.2;1370213.2;"5";100;;3161290.51;;1370213.2
30.06.2020;64212079;;"45815";"Ипотека";"810";"Рубли";11.02.2014;25.03.2019;25.03.2019;944;303;30.11.2017;02.09.2019;1935000;1935000;;;1732641.59;1732641.59;12.5;;;160416.99;160416.99;"5";100;;1732641.59;;160416.99
30.06.2020;64212129;"47801";;"Ипотека";"810";"Рубли";04.10.2011;04.10.2031;04.10.2031;;;;;7911000;7911000;5379044.58;5379044.58;;;11.75;;;;;"2";0.35;18826.66;;;
30.06.2020;64213607;"47801";;"Ипотека";"810";"Рубли";22.09.2008;21.09.2023;21.09.2023;;;;;5482000;5482000;2110443;2110443;;;13;;;;;"2";0.35;7386.55;;;
